id_predio,nombre,categoria,Latitud,Longitud,tipo_amenidad
84980,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
84980,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
84976,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84976,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
84976,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
84976,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84976,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
84976,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
84976,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
84976,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
84976,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
84976,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
84978,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84978,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
84978,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
84978,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84978,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
84978,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
84978,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
84978,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
84978,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
84978,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
84977,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84977,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
84977,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
84977,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84977,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
84977,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
84977,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
84977,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
84977,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
84977,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
84979,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84979,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
84979,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
84979,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
84979,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
84979,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
84979,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
84979,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
84979,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
84979,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
85010,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
85010,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
85010,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
85010,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
85010,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
85010,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
85010,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
85010,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
85010,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
85010,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
85020,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
85020,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
85020,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
85020,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
85020,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
85020,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
85020,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
85020,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
85020,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
85020,MARISCOS POSEIDON,Restaurantes con servicio de preparación de pescados y mariscos,19.3703221,-99.14124388,Premium
85021,BORDADOS Y ESTANPADOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37082804,-99.14118288,Premium
85021,BOUTIQUE MARCELA,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
85021,EVA KEY CDMX,Comercio al por menor de artículos de perfumería y cosméticos,19.36888471,-99.14284233,Premium
85021,PERFUMERIA CLICHE ESSENCE,Comercio al por menor de artículos de perfumería y cosméticos,19.3627804,-99.14206046,Premium
85021,ROPA VARIOS,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36649151,-99.14185743,Premium
85021,ROPA Y CALZADO RODRIGO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37014095,-99.14127264,Premium
85021,TIENDA DE ROPA NIÑO,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37024988,-99.14125534,Premium
85021,UNIFORMES MONT BLANC,"Comercio al por menor de ropa, excepto de bebé y lencería",19.36308856,-99.14243516,Premium
85021,VENTA DE ROPA SIN NOMBRE,"Comercio al por menor de ropa, excepto de bebé y lencería",19.37011669,-99.14127435,Premium
85021,MARISCOS LA UDA,Restaurantes con servicio de preparación de pescados y mariscos,19.36889375,-99.1388984,Premium
